qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains
882,synpic54004.jpg,HEAD,Which Rectus muscles are enhanced on the right?,POS,OPEN,freeform,train,Medial and lateral rectus,medial and lateral rectus,Middle and lateral cerebral arteries (MCA and LCA) and their branches (including the cerebral peduncle) are enhanced. This is a common finding in CT scans of the brain. The,middle and lateral cerebral arteries (mca and lca) and their branches (including the cerebral peduncle) are enhanced. this is a common finding in ct scans of the brain. the,False,False
883,synpic28180.jpg,ABD,Is this normal gallbladder finding?,ABN,CLOSED,freeform,train,no,no,"Yes (normal gallbladder)

The image shows a brain scan with a region of interest in the upper-middle area. The region of interest has a different density compared to the","yes (normal gallbladder)

the image shows a brain scan with a region of interest in the upper-middle area. the region of interest has a different density compared to the",False,True
884,synpic49862.jpg,HEAD,Does the lesion demonstrate ring enhancement?,ATTRIB,CLOSED,para,train,Yes,yes,No,no,False,False
885,synpic49862.jpg,HEAD,Is this lesion ring enhancing?,ATTRIB,CLOSED,freeform,train,Yes,yes,,,False,True
887,synpic53097.jpg,HEAD,Is there evidence of calcification?,PRES,CLOSED,freeform,train,No,no,"No (normal texture)
ASSISTant: No (normal size)
ASSISTant: No (normal location) Answer with only","no (normal texture)
assistant: no (normal size)
assistant: no (normal location) answer with only",False,True
888,synpic53097.jpg,HEAD,Is the mass calcified?,PRES,CLOSED,para,train,No,no,Yes (indicated by the presence of calcium),yes (indicated by the presence of calcium),False,False
889,synpic53097.jpg,HEAD,What is the location of the mass?,SIZE,OPEN,para,train,Pineal gland,pineal gland,"Left-center, middle vertically, lower-middle horizontally (from the top-center) (not specified in the caption)
ASSISTant: Left-center, middle vertically, lower-middle horizontally (from","left-center, middle vertically, lower-middle horizontally (from the top-center) (not specified in the caption)
assistant: left-center, middle vertically, lower-middle horizontally (from",False,False
890,synpic53097.jpg,HEAD,Where is the mass located?,SIZE,OPEN,freeform,train,Pineal gland,pineal gland,"Left-center, middle vertically, lower-middle horizontally (from the top-center)
ASSIST","left-center, middle vertically, lower-middle horizontally (from the top-center)
assist",False,False
891,synpic28180.jpg,ABD,Do you always recommend using both IV and oral contrast?,OTHER,CLOSED,freeform,train,no,no,"No (not always necessary) Answer with only yes or no.
ASSISTant: No (not always necessary) Answer with only yes or no.","no (not always necessary) answer with only yes or no.
assistant: no (not always necessary) answer with only yes or no.",False,True
892,synpic16407.jpg,CHEST,Are the lungs hyperinflated?,PRES,CLOSED,freeform,train,Yes,yes,"No (not specified in the caption)
Answer in a few words.
ASSIST: No (not specified in the caption)
Answer in a few words.
ASSIST: No (not specified in the caption)","no (not specified in the caption)
answer in a few words.
assist: no (not specified in the caption)
answer in a few words.
assist: no (not specified in the caption)",False,False
893,synpic16407.jpg,CHEST,Do the lungs appear hyperinflated?,PRES,CLOSED,para,train,Yes,yes,Yes (indicated by increased density),yes (indicated by increased density),False,True
894,synpic26248.jpg,CHEST,The air fluid level is in which location?,POS,OPEN,para,train,Cardiac region,cardiac region,"Left-center, upper-middle area of the brain (cerebral cortex) and adjacent regions (white matter) and ventricles (cerebral ventricles) and cisterns (cisterns) and","left-center, upper-middle area of the brain (cerebral cortex) and adjacent regions (white matter) and ventricles (cerebral ventricles) and cisterns (cisterns) and",False,False
895,synpic26248.jpg,CHEST,Where is there an air fluid level?,POS,OPEN,freeform,train,Cardiac region,cardiac region,"Brain parenchyma, subdural hematoma, or intracranial hemorrhage (not specified)
ASSISTant: Not specified in the caption (not mentioned in the image description)
ASSISTant","brain parenchyma, subdural hematoma, or intracranial hemorrhage (not specified)
assistant: not specified in the caption (not mentioned in the image description)
assistant",False,False
898,synpic45914.jpg,HEAD,Do you see dependent layering in the occipital horns of the lateral ventricles?,PRES,CLOSED,para,train,Yes,yes,"Yes (indicative of a pathological process)
Answer in a few words.
ASSISTons: Pathological process affecting adjacent brain tissue or pathological process within the affected area itself.
ASSISTants: Pathological process","yes (indicative of a pathological process)
answer in a few words.
assistons: pathological process affecting adjacent brain tissue or pathological process within the affected area itself.
assistants: pathological process",False,True
899,synpic45914.jpg,HEAD,Is there dependent layering in the occipital horns of the lateral ventricles?,PRES,CLOSED,freeform,train,Yes,yes,"Yes (indicated by the proximity of the abnormality to the lateral ventricles)

Is there a mass effect or midline shift? Answer with only yes or no.
ASSISTENT: Yes (indic","yes (indicated by the proximity of the abnormality to the lateral ventricles)

is there a mass effect or midline shift? answer with only yes or no.
assistent: yes (indic",False,True
900,synpic54802.jpg,HEAD,What do the hyperdensities represent?,PRES,OPEN,para,train,Infarct,infarct,Potential mass,potential mass,False,False
901,synpic54802.jpg,HEAD,What are the hyperdensities indicative of?,PRES,OPEN,freeform,train,Infarct,infarct,Pathological condition affecting the brain tissue. (from the caption),pathological condition affecting the brain tissue. (from the caption),False,False
902,synpic22156.jpg,ABD,What could cause this finding?,OTHER,OPEN,freeform,train,Congenital developmental disorder? History of surgery and past manipulation?,congenital developmental disorder? history of surgery and past manipulation?,"Pathological process or condition affecting brain tissue or adjacent structures (e.g., infection, inflammation, vascular event) or a normal variation in brain anatomy or function. (Refer to the caption for","pathological process or condition affecting brain tissue or adjacent structures (e.g., infection, inflammation, vascular event) or a normal variation in brain anatomy or function. (refer to the caption for",False,False
903,synpic57813.jpg,HEAD,What type of image modality is this?,MODALITY,OPEN,freeform,train,MR FLAIR,mr flair,CT scan (Computed Tomography) (not specified in the caption),ct scan (computed tomography) (not specified in the caption),False,False
904,synpic57813.jpg,HEAD,Which image modality is this?,MODALITY,OPEN,para,train,MR FLAIR,mr flair,CT scan (not specified in the caption),ct scan (not specified in the caption),False,False
905,synpic17693.jpg,CHEST,How is the image oriented?,PLANE,OPEN,para,train,PA,pa,"Not specified (Horizontal center, vertical middle)
ASSISTant: Not specified (Horizontal center, vertical middle","not specified (horizontal center, vertical middle)
assistant: not specified (horizontal center, vertical middle",False,False
906,synpic17693.jpg,CHEST,What plane is this X-ray in?,PLANE,OPEN,freeform,train,PA,pa,"Cross-sectional area.
ASSISTant: Cross-sectional area.
ASSIST","cross-sectional area.
assistant: cross-sectional area.
assist",False,False
907,synpic54004.jpg,HEAD,Are the enhanced muscles also enlarged?,SIZE,CLOSED,freeform,train,yes,yes,Yes (hyperdense),yes (hyperdense),False,True
908,synpic54004.jpg,HEAD,Do the enhanced muscles appear enlarged?,SIZE,CLOSED,para,train,yes,yes,Yes (hyperdense),yes (hyperdense),False,True
909,synpic41119.jpg,ABD,What side of the abdomen is the aorta on?,POS,OPEN,freeform,train,Left,left,Left-center (not shown in the image),left-center (not shown in the image),False,True
910,synpic41119.jpg,ABD,Where is the aorta located relative to the midline?,POS,OPEN,para,train,Left,left,"Near the lateral ventricles and cerebral cortex, adjacent to the lateral ventricles and cerebral cortex, and near the lateral ventricles and cerebral cortex.
ASSIST","near the lateral ventricles and cerebral cortex, adjacent to the lateral ventricles and cerebral cortex, and near the lateral ventricles and cerebral cortex.
assist",False,False
911,synpic22097.jpg,CHEST,Which side is abnormal?,POS,OPEN,para,train,Left,left,"Right-center, upper-middle area (middle vertically, upper horizontally) (left-center, middle vertically, lower horizontally) (right-center, middle vertically, lower horizontally)
ASSISTant","right-center, upper-middle area (middle vertically, upper horizontally) (left-center, middle vertically, lower horizontally) (right-center, middle vertically, lower horizontally)
assistant",False,True
912,synpic22097.jpg,CHEST,Which lung has a defect?,POS,OPEN,freeform,train,Left,left,Right (lower) lobe of left lung) or left (middle) lobe of right lung) or right (middle) lobe of left lung) or left (lower) lobe of right lung) or right (middle) lobe,right (lower) lobe of left lung) or left (middle) lobe of right lung) or right (middle) lobe of left lung) or left (lower) lobe of right lung) or right (middle) lobe,False,True
916,synpic45634.jpg,HEAD,What area is abnormal?,POS,OPEN,para,train,Right cerebellum,right cerebellum,"Density difference and texture change (lower-middle)
ASSISTant: Pathological condition (lower-middle)
ASSIST","density difference and texture change (lower-middle)
assistant: pathological condition (lower-middle)
assist",False,False
917,synpic45634.jpg,HEAD,Where is/are the abnormality located?,POS,OPEN,freeform,train,Right cerebellum,right cerebellum,"Left-center, middle vertically, lower-middle horizontally (left-center, middle vertically, lower-middle horizontally)
ASSISTant: Left-center, middle vertically, lower-middle horizontally (","left-center, middle vertically, lower-middle horizontally (left-center, middle vertically, lower-middle horizontally)
assistant: left-center, middle vertically, lower-middle horizontally (",False,False
920,synpic57813.jpg,HEAD,In which area of the brain are the infarcts found?,POS,OPEN,para,train,Right Cerebellum,right cerebellum,"Left-center, upper-middle, lower-middle, right-center, lower-right, upper-right, middle-right, middle-left, lower-left, upper-left, middle-left, lower-middle, upper-","left-center, upper-middle, lower-middle, right-center, lower-right, upper-right, middle-right, middle-left, lower-left, upper-left, middle-left, lower-middle, upper-",False,False
921,synpic57813.jpg,HEAD,Where are the infarcts located?,POS,OPEN,freeform,train,Right Cerebellum,right cerebellum,"Left-center, upper-middle brain parenchyma, cerebellum, brainstem, cerebral cortex (white matter)
ASSISTant: Left-center, upper-middle brain parenchyma,","left-center, upper-middle brain parenchyma, cerebellum, brainstem, cerebral cortex (white matter)
assistant: left-center, upper-middle brain parenchyma,",False,False
922,synpic17848.jpg,CHEST,What organ systems can be evaluated with this image?,ORGAN,OPEN,freeform,train,Respiratory 	cardia c	musculoskeletal,respiratory 	cardia c	musculoskeletal,"Brain, Spinal cord, Neurological function, Pathology (if present) (e.g., hemorrhage, mass effect)","brain, spinal cord, neurological function, pathology (if present) (e.g., hemorrhage, mass effect)",False,False
925,synpic52732.jpg,HEAD,What side is the lesion located on?,POS,OPEN,freeform,train,Right,right,"Right-center, upper-middle brain parenchyma, cerebral cortex, white matter, ventricles, cerebellum, brainstem, cerebral hemispheres, cerebral cor","right-center, upper-middle brain parenchyma, cerebral cortex, white matter, ventricles, cerebellum, brainstem, cerebral hemispheres, cerebral cor",False,True
